1671707401	87763	24.181
1671707461	87846	24.181
1671707521	87937	24.150
1671707581	87953	24.169
1671707641	87955	24.175
1671707701	87840	24.131
1671707761	87854	24.144
1671707822	87840	24.119
1671707881	87845	24.113
1671707932	87770	24.119
1671707941	87785	24.119
1671708001	87816	24.156
1671708011	87813	24.175
1671708021	87829	24.175
1671708031	87855	24.181
1671708042	87881	24.181
1671708052	87889	24.181
1671708061	87888	24.194
1671708071	87877	24.175
1671708081	87889	24.156
1671708092	87891	24.144
1671708102	87919	24.156
1671708112	87951	24.169
1671708122	87942	24.175
1671708132	87948	24.175
1671708142	87943	24.194
1671708152	87950	24.206
1671708162	87916	24.200
1671708172	87977	24.200
1671708181	87983	24.200
1671708191	88007	24.206
1671708201	88009	24.231
1671708211	88016	24.213
1671708221	87999	24.231
1671708231	87976	24.238
1671708241	87985	24.250
1671708251	87996	24.256
1671708261	87946	24.250
1671708272	87952	24.263
1671708282	87946	24.263
1671708292	87945	24.256
1671708301	87972	24.275
1671708316	87971	24.263
1671708331	87988	24.250
1671708346	87980	24.256
1671708361	87955	24.275
1671708377	87934	24.263
1671708392	87916	24.263
1671708407	87947	24.256
1671708421	87940	24.250
1671708436	87913	24.275
1671708451	87875	24.250
1671708466	87887	24.263
1671708481	87891	24.231
1671708496	87823	24.231
1671708511	87810	24.231
1671708527	87762	24.206
1671708541	87718	24.200
1671708557	87743	24.194
1671708572	87760	24.175
1671708587	87762	24.169
1671708601	87754	24.194
1671708616	87756	24.181
1671708631	87785	24.194
1671708646	87821	24.175
1671708661	87795	24.175
1671708676	87818	24.156
1671708691	87801	24.169
1671708707	87808	24.144
1671708721	87803	24.169
1671708736	87813	24.175
1671708751	87832	24.175
1671708766	87829	24.181
1671708781	87807	24.175
1671708796	87845	24.181
1671708812	87879	24.181
1671708827	87890	24.175
1671708841	87851	24.175
1671708857	87857	24.181
1671708872	87856	24.181
1671708887	87860	24.194
1671708901	87944	24.181
1671708916	87906	24.181
1671708932	87924	24.175
1671708947	87913	24.181
1671708961	87851	24.181
1671708976	87861	24.156
1671708992	87865	24.169
1671709007	87922	24.175
1671709021	87946	24.169
1671709036	87943	24.175
1671709051	87924	24.169
1671709066	87964	24.169
1671709081	87995	24.169
1671709096	87990	24.175
1671709111	87925	24.175
1671709127	87873	24.175
1671709141	87826	24.169
1671709156	87811	24.169
1671709171	87878	24.144
1671709186	87886	24.156
1671709201	87856	24.150
1671709216	87811	24.150
1671709231	87782	24.156
1671709246	87788	24.156
1671709261	87792	24.156
1671709276	87792	24.150
1671709291	87793	24.144
1671709307	87778	24.144
1671709321	87760	24.131
1671709336	87688	24.131
1671709351	87730	24.144
1671709366	87704	24.150
1671709381	87728	24.144
1671709396	87725	24.150
1671709412	87706	24.144
1671709427	87695	24.156
1671709441	87688	24.169
1671709456	87705	24.175
1671709471	87738	24.169
1671709486	87773	24.169
1671709501	87773	24.175
1671709516	87757	24.175
1671709531	87803	24.156
1671709547	87828	24.156
1671709562	87861	24.175
1671709577	87863	24.175
1671709592	87869	24.175
1671709607	87877	24.181
1671709621	87888	24.175
1671709636	87882	24.175
1671709651	87885	24.194
1671709666	87886	24.194
1671709681	87887	24.194
1671709696	87887	24.175
1671709711	87926	24.156
1671709727	87882	24.175
1671709741	87833	24.156
1671709756	87838	24.156
1671709771	87881	24.169
1671709786	87855	24.150
1671709801	87833	24.144
1671709816	87832	24.144
1671709832	87820	24.131
1671709847	87763	24.144
1671709861	87757	24.144
1671709877	87782	24.125
1671709892	87778	24.119
1671709907	87746	24.144
1671709921	87744	24.144
1671709936	87723	24.144
1671709951	87751	24.125
1671709967	87790	24.144
1671709981	87764	24.125
1671709997	87756	24.125
1671710012	87754	24.119
1671710027	87749	24.131
1671710041	87745	24.125
1671710056	87750	24.119
1671710071	87738	24.100
1671710086	87744	24.113
1671710101	87801	24.088
1671710116	87793	24.088
1671710131	87799	24.094
1671710146	87783	24.088
1671710161	87790	24.088
1671710176	87797	24.088
1671710191	87861	24.088
1671710206	87880	24.069
1671710221	87895	24.088
1671710236	87924	24.088
1671710251	87953	24.088
1671710266	87942	24.069
1671710281	87950	24.088
1671710297	87945	24.088
1671710312	87937	24.088
1671710327	87967	24.088
1671710341	87966	24.088
1671710356	87931	24.075
1671710371	87964	24.094
1671710386	87956	24.113
1671710401	87928	24.113
1671710417	87905	24.113
1671710432	87917	24.113
1671710447	87918	24.113
1671710461	87901	24.125
1671710476	87881	24.144
1671710491	87860	24.125
1671710506	87859	24.119
1671710521	87834	24.113
1671710536	87796	24.119
1671710551	87729	24.113
1671710566	87730	24.113
1671710581	87730	24.100
1671710597	87733	24.094
1671710612	87746	24.088
1671710627	87776	24.075
1671710641	87816	24.069
1671710656	87802	24.075
1671710671	87813	24.063
1671710686	87756	24.050
1671710701	87778	24.063
1671710716	87784	24.050
1671710731	87756	24.050
1671710747	87714	24.044
1671710761	87696	24.019
1671710776	87688	24.019
1671710791	87694	24.038
1671710806	87717	24.044
1671710821	87736	24.025
1671710836	87783	24.038
1671710852	87741	24.019
1671710867	87715	24.019
1671710881	87699	24.019
1671710897	87700	24.019
1671710912	87694	24.019
1671710927	87732	24.019
1671710941	87736	24.025
1671710956	87706	24.019
1671710971	87648	24.038
1671710987	87606	24.038
1671711001	87600	24.050
1671711017	87606	24.044
1671711032	87633	24.063
1671711047	87628	24.069
1671711061	87633	24.088
1671711076	87651	24.088
1671711091	87671	24.088
1671711106	87668	24.094
1671711121	87720	24.094
1671711136	87730	24.094
1671711151	87709	24.088
1671711167	87743	24.094
1671711181	87743	24.088
1671711196	87815	24.113
1671711211	87826	24.113
1671711226	87870	24.119
1671711241	87897	24.144
1671711256	87940	24.131
1671711271	87977	24.131
1671711287	87990	24.113
1671711301	88006	24.119
1671711316	88034	24.088
1671711331	88072	24.088
1671711347	88018	24.100
1671711361	88028	24.094
1671711376	88043	24.100
1671711391	88039	24.100
1671711406	88061	24.069
1671711421	88028	24.088
1671711437	87996	24.094
1671711452	87941	24.100
1671711467	87940	24.113
1671711481	87923	24.113
1671711496	87812	24.119
1671711511	87829	24.100
1671711526	87821	24.113
1671711541	87810	24.113
1671711556	87805	24.113
1671711571	87775	24.119
1671711586	87753	24.113
1671711601	87781	24.100
1671711616	87776	24.113
1671711631	87756	24.100
1671711646	87759	24.113
1671711661	87752	24.094
1671711676	87717	24.100
1671711691	87726	24.100
1671711706	87730	24.119
1671711721	87740	24.088
1671711736	87774	24.088
1671711752	87794	24.088
1671711767	87853	24.088
1671711781	87835	24.088
1671711796	87785	24.094
1671711811	87791	24.100
1671711826	87813	24.088
1671711841	87840	24.088
1671711856	87820	24.075
1671711872	87813	24.094
1671711887	87848	24.075
1671711901	87851	24.094
1671711917	87827	24.100
1671711932	87778	24.088
1671711947	87800	24.088
1671711961	87815	24.075
1671711976	87785	24.069
1671711991	87776	24.088
1671712007	87792	24.088
1671712021	87785	24.100
1671712037	87781	24.094
1671712052	87816	24.100
1671712067	87805	24.088
1671712081	87808	24.094
1671712096	87737	24.100
1671712111	87688	24.113
1671712126	87723	24.113
1671712141	87737	24.113
1671712156	87755	24.119
1671712171	87723	24.131
1671712186	87710	24.119
1671712201	87685	24.125
1671712216	87707	24.119
1671712231	87746	24.113
1671712246	87789	24.100
1671712261	87835	24.094
1671712276	87815	24.094
1671712291	87826	24.075
1671712307	87811	24.075
1671712321	87821	24.075
1671712336	87833	24.088
1671712351	87887	24.088
1671712367	87862	24.088
1671712381	87864	24.088
1671712396	87854	24.088
1671712411	87880	24.075
1671712426	87888	24.100
1671712441	87881	24.088
1671712456	87902	24.075
1671712472	87900	24.088
1671712487	87888	24.088
1671712501	87939	24.063
1671712516	87973	24.044
1671712531	87958	24.044
1671712546	87951	24.050
1671712561	87974	24.075
1671712576	87929	24.088
1671712591	87925	24.088
1671712606	87917	24.088
1671712621	87944	24.113
1671712637	87891	24.100
1671712652	87862	24.088
1671712667	87873	24.069
1671712681	87934	24.069
1671712696	87937	24.069
1671712711	87917	24.069
1671712727	87880	24.050
1671712741	87878	24.038
1671712756	87870	24.025
1671712771	87846	24.038
1671712787	87833	24.019
1671712801	87852	24.019
1671712816	87821	24.019
1671712831	87827	23.994
1671712846	87843	23.994
1671712861	87862	23.994
1671712876	87852	24.006
1671712891	87856	24.006
1671712907	87805	23.994
1671712921	87774	23.994
1671712937	87790	24.006
1671712952	87846	23.994
1671712967	87826	23.994
1671712981	87750	23.994
1671712996	87731	23.994
1671713011	87791	24.019
1671713027	87748	24.019
1671713041	87737	24.019
1671713057	87719	24.013
1671713072	87698	24.019
1671713087	87691	24.019
1671713101	87734	23.994
1671713116	87805	23.994
1671713131	87817	23.988
