06/23/16 07:28:13.0440585 GMT;14.0
06/23/16 07:45:15.3782630 GMT;13.99
06/23/16 08:02:13.8840605 GMT;14.0
06/23/16 08:19:16.5538995 GMT;14.0
06/23/16 08:36:14.3141435 GMT;13.99
06/23/16 08:53:17.1139980 GMT;14.05
06/23/16 09:10:15.4265390 GMT;14.0
06/23/16 09:27:18.0939284 GMT;14.0
06/23/16 09:44:16.4139687 GMT;13.99
06/23/16 10:01:19.4539234 GMT;14.0
06/23/16 10:18:17.2238668 GMT;14.02
06/23/16 10:35:19.4242029 GMT;14.0
06/23/16 10:52:18.0641533 GMT;14.0
06/23/16 11:09:20.2981811 GMT;14.0
06/23/16 11:26:19.1740486 GMT;14.02
06/23/16 11:43:21.5139825 GMT;14.0
06/23/16 12:00:19.3142911 GMT;13.99
06/23/16 12:17:22.0539759 GMT;13.99
06/23/16 12:34:20.3784239 GMT;14.0
06/23/16 12:51:23.3940264 GMT;14.0
06/23/16 13:08:21.7039615 GMT;14.0
06/23/16 13:25:24.3740674 GMT;13.98
