06/23/16 07:28:13.4539721 GMT;13.342884
06/23/16 07:45:15.8100653 GMT;13.400256
06/23/16 08:02:14.2722623 GMT;13.404354
06/23/16 08:19:16.9395917 GMT;13.39206
06/23/16 08:36:14.7176934 GMT;13.41255
06/23/16 08:53:17.5041408 GMT;13.41255
06/23/16 09:10:15.8488439 GMT;13.287561
06/23/16 09:27:18.4913084 GMT;13.363375
06/23/16 09:44:16.7992243 GMT;13.371571
06/23/16 10:01:19.8437318 GMT;13.367473
06/23/16 10:18:17.6097044 GMT;13.381815
06/23/16 10:35:19.8482746 GMT;13.396158
06/23/16 10:52:18.4824453 GMT;13.359276
06/23/16 11:09:20.7019458 GMT;13.410501
06/23/16 11:26:19.5597778 GMT;13.357227
06/23/16 11:43:21.9180665 GMT;13.363375
06/23/16 12:00:19.7003385 GMT;13.33264
06/23/16 12:17:22.4439121 GMT;13.306003
06/23/16 12:34:20.7920894 GMT;13.416648
06/23/16 12:51:23.7864334 GMT;13.400256
06/23/16 13:08:22.1376851 GMT;13.367473
06/23/16 13:25:24.7635116 GMT;13.39206
